Date_clean,Month,Year,Type,Country,Activity,Sex,Age,Injury,Fatal,Species,nombre,name,nom,iso2,iso3,phone_code
2026-10-23,10,2026,Unprovoked,Australia,swimming,M,17.0,injury,N,nurse,Australia,Australia,Australie,AU,AUS,61
2026-07-12,7,2026,Boating,United States of America,fishing,M,,no injury,N,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2026-07-03,7,2026,Invalid,Spain,swimming,M,,no injury,,,España,Spain,Espagne,ES,ESP,34
1926-01-26,1,1926,Unprovoked,South Africa,swimming,M,,injury,N,blue,Sudáfrica,South Africa,Afrique du Sud,ZA,ZAF,27
1926-01-01,1,1926,Provoked,New Zealand,boating,M,,injury,N,,Nueva Zelanda,New Zealand,Nouvelle-Zélande,NZ,NZL,64
2025-09-04,9,2025,Provoked,Spain,fishing,M,,injury,N,,España,Spain,Espagne,ES,ESP,34
2025-09-03,9,2025,Unprovoked,United Kingdom,fishing,M,,no injury,N,,Reino Unido,United Kingdom,Royaume-Uni,GB,GBR,44
1925-08-02,8,1925,Unprovoked,United States of America,swimming,F,,injury,N,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2025-03-12,3,2025,Unprovoked,Australia,swimming,M,16.0,fatal,Y,,Australia,Australia,Australie,AU,AUS,61
2025-03-10,3,2025,Unprovoked,Papua New Guinea,swimming,M,,fatal,Y,,Papúa Nueva Guinea,Papua New Guinea,Papouasie-Nouvelle-Guinée,PG,PNG,675
1925-01-27,1,1925,Unprovoked,United States of America,swimming,M,,injury,N,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
