Date_clean,Month,Year,Type,Country,Activity,Sex,Age,Injury,Fatal,Species,nombre,name,nom,iso2,iso3,phone_code
2018-06-18,6,2018,Unprovoked,United States of America,standing,F,11.0,injury,N,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2018-06-09,6,2018,Invalid,United States of America,surf,M,48.0,injury,N,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2018-06-08,6,2018,Unprovoked,Australia,surf,M,,injury,N,,Australia,Australia,Australie,AU,AUS,61
2018-06-04,6,2018,Provoked,Mexico,diving,M,,injury,N,tiger,México,Mexico,Mexique,MX,MEX,52
2018-06-03,6,2018,Unprovoked,Australia,surf,M,,no injury,N,,Australia,Australia,Australie,AU,AUS,61
2018-06-03,6,2018,Unprovoked,Brazil,swimming,M,18.0,fatal,Y,tiger,Brasil,Brazil,Brésil,BR,BRA,55
2018-05-27,5,2018,Unprovoked,United States of America,fishing,M,52.0,injury,N,lemon,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2018-05-26,5,2018,Unprovoked,United States of America,walking,M,15.0,injury,N,bull,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2018-05-26,5,2018,Unprovoked,United States of America,standing,M,12.0,injury,N,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2018-05-21,5,2018,Unprovoked,United States of America,surf,M,10.0,injury,N,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2018-05-13,5,2018,Unprovoked,United States of America,swimming,M,10.0,injury,N,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2018-05-13,5,2018,Invalid,United Kingdom,fishing,M,21.0,injury,N,,Reino Unido,United Kingdom,Royaume-Uni,GB,GBR,44
2018-05-12,5,2018,Unprovoked,South Africa,surf,M,,injury,N,,Sudáfrica,South Africa,Afrique du Sud,ZA,ZAF,27
2018-05-09,5,2018,Questionable,Australia,surf,M,,no injury,N,,Australia,Australia,Australie,AU,AUS,61
2018-04-30,4,2018,Unprovoked,Thailand,swimming,M,,injury,N,,Tailandia,Thailand,Thaïlande,TH,THA,66
2018-04-28,4,2018,Unprovoked,Costa Rica,diving,M,30.0,no injury,N,tiger,Costa Rica,Costa Rica,Costa Rica,CR,CRI,506
2018-04-28,4,2018,Unprovoked,Australia,surf,M,,no injury,N,,Australia,Australia,Australie,AU,AUS,61
2018-04-25,4,2018,Questionable,Australia,surf,M,,no injury,N,,Australia,Australia,Australie,AU,AUS,61
2018-04-25,4,2018,Unprovoked,Australia,surf,M,60.0,no injury,N,,Australia,Australia,Australie,AU,AUS,61
2018-04-24,4,2018,Unprovoked,Australia,surf,M,,no injury,N,white,Australia,Australia,Australie,AU,AUS,61
2018-04-23,4,2018,Unprovoked,Maldives,fishing,M,32.0,injury,N,tiger,Islas Maldivas,Maldives,Maldives,MV,MDV,960
2018-04-19,4,2018,Unprovoked,United States of America,surf,M,29.0,injury,N,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2018-04-15,4,2018,Unprovoked,Thailand,swimming,M,54.0,injury,N,bull,Tailandia,Thailand,Thaïlande,TH,THA,66
2018-04-15,4,2018,Unprovoked,Brazil,swimming,M,34.0,injury,,,Brasil,Brazil,Brésil,BR,BRA,55
2018-04-15,4,2018,Unprovoked,Australia,surf,M,41.0,injury,N,,Australia,Australia,Australie,AU,AUS,61
2018-04-15,4,2018,Unprovoked,Australia,surf,M,37.0,injury,N,,Australia,Australia,Australie,AU,AUS,61
2018-04-14,4,2018,Unprovoked,Bahamas,surf,M,,no injury,N,tiger,Bahamas,Bahamas,Bahamas,BS,BHS,1 242
2018-04-10,4,2018,Invalid,Brazil,fishing,M,56.0,injury,N,,Brasil,Brazil,Brésil,BR,BRA,55
2018-04-05,4,2018,Unprovoked,Bahamas,swimming,M,12.0,injury,N,bull,Bahamas,Bahamas,Bahamas,BS,BHS,1 242
2018-04-03,4,2018,Unprovoked,South Africa,surf,M,19.0,injury,N,white,Sudáfrica,South Africa,Afrique du Sud,ZA,ZAF,27
2018-03-31,3,2018,Unprovoked,United States of America,boating,M,25.0,injury,N,tiger,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2018-03-14,3,2018,Unprovoked,Australia,walking,M,10.0,injury,N,wobbegong,Australia,Australia,Australie,AU,AUS,61
2018-03-09,3,2018,Unprovoked,Australia,swimming,M,69.0,no injury,N,,Australia,Australia,Australie,AU,AUS,61
2018-03-09,3,2018,Unprovoked,Australia,surf,M,18.0,injury,N,,Australia,Australia,Australie,AU,AUS,61
2018-02-23,2,2018,Unprovoked,Australia,swimming,F,55.0,injury,N,white,Australia,Australia,Australie,AU,AUS,61
2018-02-18,2,2018,Provoked,Australia,fishing,M,34.0,no injury,N,,Australia,Australia,Australie,AU,AUS,61
2018-02-15,2,2018,Unprovoked,Australia,walking,M,35.0,injury,N,bull,Australia,Australia,Australie,AU,AUS,61
2018-02-14,2,2018,Invalid,Australia,swimming,F,,no injury,N,wobbegong,Australia,Australia,Australie,AU,AUS,61
2018-02-03,2,2018,Unprovoked,Ecuador,diving,M,45.0,injury,N,galapagos,Ecuador,Ecuador,Equateur,EC,ECU,593
2018-02-01,2,2018,Invalid,Australia,fishing,M,14.0,no injury,N,,Australia,Australia,Australie,AU,AUS,61
2018-01-21,1,2018,Unprovoked,New Caledonia,fishing,M,40.0,injury,N,bull,Nueva Caledonia,New Caledonia,Nouvelle-Calédonie,NC,NCL,687
2018-01-14,1,2018,Unprovoked,Australia,diving,M,,injury,N,grey reef shark,Australia,Australia,Australie,AU,AUS,61
2018-01-13,1,2018,Unprovoked,Australia,diving,M,28.0,no injury,N,white,Australia,Australia,Australie,AU,AUS,61
2018-01-12,1,2018,Unprovoked,Brazil,surf,M,20.0,injury,N,,Brasil,Brazil,Brésil,BR,BRA,55
2018-01-05,1,2018,Unprovoked,Australia,surf,M,,injury,N,wobbegong,Australia,Australia,Australie,AU,AUS,61
2017-12-31,12,2017,Unprovoked,United States of America,surf,F,54.0,injury,N,tiger,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2017-12-30,12,2017,Unprovoked,United States of America,surf,F,35.0,injury,N,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2017-12-21,12,2017,Provoked,Malaysia,fishing,M,24.0,injury,N,nurse,Malasia,Malaysia,Malaisie,MY,MYS,60
2017-12-09,12,2017,Unprovoked,Bahamas,diving,F,25.0,injury,N,nurse,Bahamas,Bahamas,Bahamas,BS,BHS,1 242
2017-11-30,11,2017,Unprovoked,Costa Rica,diving,M,26.0,injury,N,tiger,Costa Rica,Costa Rica,Costa Rica,CR,CRI,506
2017-11-30,11,2017,Unprovoked,Costa Rica,diving,F,49.0,fatal,Y,tiger,Costa Rica,Costa Rica,Costa Rica,CR,CRI,506
2017-11-24,11,2017,Unprovoked,United States of America,fishing,M,25.0,injury,N,white,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2017-11-18,11,2017,Unprovoked,United States of America,surf,F,14.0,injury,N,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2017-11-13,11,2017,Unprovoked,Australia,surf,M,25.0,injury,N,,Australia,Australia,Australie,AU,AUS,61
2017-11-04,11,2017,Unprovoked,Cuba,swimming,M,22.0,fatal,Y,tiger,Cuba,Cuba,Cuba,CU,CUB,53
2017-10-31,10,2017,Unprovoked,Australia,diving,M,7.0,injury,N,,Australia,Australia,Australie,AU,AUS,61
2017-10-28,10,2017,Unprovoked,Australia,surf,M,31.0,injury,N,wobbegong,Australia,Australia,Australie,AU,AUS,61
2017-10-26,10,2017,Unprovoked,United States of America,boating,M,,no injury,N,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2017-10-23,10,2017,Unprovoked,Mauritius,swimming,M,,injury,N,,Mauricio,Mauritius,Iles Maurice,MU,MUS,230
2017-10-23,10,2017,Unprovoked,United States of America,surf,M,17.0,injury,N,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2017-10-23,10,2017,Unprovoked,United States of America,swimming,F,60.0,injury,N,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2017-10-22,10,2017,Unprovoked,Australia,fishing,F,15.0,injury,N,white,Australia,Australia,Australie,AU,AUS,61
2017-10-21,10,2017,Unprovoked,New Zealand,boating,M,,no injury,N,,Nueva Zelanda,New Zealand,Nouvelle-Zélande,NZ,NZL,64
2017-10-18,10,2017,Unprovoked,United States of America,swimming,M,,injury,N,spinner,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2017-10-09,10,2017,Unprovoked,United States of America,surf,M,54.0,injury,N,tiger,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2017-10-05,10,2017,Unprovoked,United States of America,diving,F,40.0,injury,N,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2017-10-01,10,2017,Invalid,South Africa,diving,M,31.0,fatal,,,Sudáfrica,South Africa,Afrique du Sud,ZA,ZAF,27
2017-09-25,9,2017,Unprovoked,United States of America,surf,M,,injury,N,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2017-09-25,9,2017,Unprovoked,Australia,surf,M,,no injury,N,white,Australia,Australia,Australie,AU,AUS,61
2017-09-24,9,2017,Invalid,United States of America,surf,M,33.0,injury,,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2017-09-24,9,2017,Unprovoked,United States of America,surf,M,,injury,N,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2017-09-20,9,2017,Unprovoked,United States of America,surf,M,,injury,N,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2017-09-16,9,2017,Unprovoked,Spain,surf,M,13.0,injury,N,porbeagle,España,Spain,Espagne,ES,ESP,34
2017-09-16,9,2017,Unprovoked,United States of America,surf,M,28.0,injury,N,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2017-09-15,9,2017,Invalid,South Africa,diving,M,25.0,fatal,,,Sudáfrica,South Africa,Afrique du Sud,ZA,ZAF,27
2017-09-15,9,2017,,Samoa,fishing,M,,injury,N,,Samoa,Samoa,Samoa,WS,WSM,685
2017-09-13,9,2017,Unprovoked,United States of America,surf,M,18.0,injury,N,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2017-09-10,9,2017,Unprovoked,Australia,swimming,M,,injury,N,,Australia,Australia,Australie,AU,AUS,61
2017-09-10,9,2017,Unprovoked,Australia,surf,M,35.0,injury,N,white,Australia,Australia,Australie,AU,AUS,61
2017-09-03,9,2017,Unprovoked,South Africa,swimming,M,,fatal,Y,,Sudáfrica,South Africa,Afrique du Sud,ZA,ZAF,27
2017-09-03,9,2017,Unprovoked,Japan,surf,M,42.0,injury,N,,Japón,Japan,Japon,JP,JPN,81
2017-09-02,9,2017,Unprovoked,United States of America,swimming,M,,injury,N,nurse,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2017-09-02,9,2017,Unprovoked,United States of America,swimming,F,,injury,N,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2017-09-02,9,2017,Unprovoked,United States of America,surf,M,17.0,injury,N,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2017-08-29,8,2017,Unprovoked,Australia,surf,M,37.0,no injury,N,white,Australia,Australia,Australie,AU,AUS,61
2017-08-27,8,2017,Unprovoked,United States of America,walking,F,3.0,injury,N,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2017-08-26,8,2017,Invalid,Spain,swimming,F,11.0,injury,,,España,Spain,Espagne,ES,ESP,34
2017-08-26,8,2017,Unprovoked,New Zealand,boating,M,,no injury,N,,Nueva Zelanda,New Zealand,Nouvelle-Zélande,NZ,NZL,64
2017-08-18,8,2017,Unprovoked,Bahamas,fishing,M,,injury,N,,Bahamas,Bahamas,Bahamas,BS,BHS,1 242
2017-08-10,8,2017,Unprovoked,United States of America,swimming,M,13.0,injury,N,blacktip,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2017-08-05,8,2017,Unprovoked,Egypt,diving,F,20.0,injury,N,whitetip reef,Egipto,Egypt,Egypte,EG,EGY,20
2017-08-01,8,2017,Boating,United States of America,fishing,M,,no injury,N,white,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2017-07-31,7,2017,Unprovoked,United States of America,boating,M,15.0,injury,N,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2017-07-29,7,2017,Invalid,United States of America,swimming,M,10.0,injury,,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2017-07-27,7,2017,Unprovoked,Bahamas,diving,F,,injury,N,,Bahamas,Bahamas,Bahamas,BS,BHS,1 242
2017-07-23,7,2017,Unprovoked,Spain,swimming,F,,injury,N,blue,España,Spain,Espagne,ES,ESP,34
2017-07-20,7,2017,Invalid,United States of America,swimming,F,8.0,injury,,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2017-07-20,7,2017,Boating,United States of America,boating,M,40.0,no injury,N,white,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2017-07-14,7,2017,Unprovoked,United States of America,surf,M,,no injury,N,white,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2017-07-14,7,2017,Unprovoked,Australia,surf,M,,injury,N,,Australia,Australia,Australie,AU,AUS,61
2017-07-11,7,2017,Boating,United States of America,boating,M,,no injury,N,white,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2017-07-09,7,2017,Unprovoked,United States of America,swimming,M,46.0,injury,N,bull,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2017-07-07,7,2017,Provoked,Mexico,fishing,M,32.0,injury,N,tiger,México,Mexico,Mexique,MX,MEX,52
2017-07-07,7,2017,Unprovoked,South Africa,surf,F,13.0,no injury,N,white,Sudáfrica,South Africa,Afrique du Sud,ZA,ZAF,27
2017-06-29,6,2017,Invalid,United States of America,fishing,M,,injury,,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2017-06-21,6,2017,Unprovoked,United States of America,swimming,F,16.0,injury,N,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2017-06-19,6,2017,Unprovoked,United States of America,surf,M,,injury,N,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2017-06-18,6,2017,Unprovoked,United States of America,swimming,F,14.0,injury,N,bull,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2017-06-17,6,2017,Unprovoked,Spain,swimming,M,82.0,injury,N,,España,Spain,Espagne,ES,ESP,34
2017-06-05,6,2017,Unprovoked,French Polynesia,surf,M,,injury,N,,Polinesia Francesa,French Polynesia,Polynésie française,PF,PYF,689
2017-06-11,6,2017,Unprovoked,Australia,surf,M,48.0,no injury,N,white,Australia,Australia,Australie,AU,AUS,61
2017-06-10,6,2017,Unprovoked,Australia,surf,F,,no injury,N,,Australia,Australia,Australie,AU,AUS,61
2017-06-10,6,2017,Unprovoked,United States of America,surf,M,19.0,injury,N,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2017-06-07,6,2017,Unprovoked,United Kingdom,surf,M,30.0,injury,N,,Reino Unido,United Kingdom,Royaume-Uni,GB,GBR,44
2017-06-04,6,2017,Unprovoked,United States of America,fishing,M,,injury,N,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2017-06-02,6,2017,Unprovoked,Bahamas,diving,F,32.0,injury,N,tiger,Bahamas,Bahamas,Bahamas,BS,BHS,1 242
2017-05-27,5,2017,Invalid,Australia,fishing,M,73.0,injury,N,,Australia,Australia,Australie,AU,AUS,61
2017-05-12,5,2017,Unprovoked,United Arab Emirates,fishing,M,41.0,injury,N,,Emiratos Árabes Unidos,United Arab Emirates,Emirats Arabes Unis,AE,ARE,971
2017-05-05,5,2017,Unprovoked,Mexico,diving,M,33.0,fatal,Y,,México,Mexico,Mexique,MX,MEX,52
2017-05-03,5,2017,Invalid,United States of America,surf,F,18.0,injury,,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2017-04-29,4,2017,Unprovoked,United States of America,swimming,F,,injury,N,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2017-04-29,4,2017,Unprovoked,South Africa,surf,M,14.0,injury,N,,Sudáfrica,South Africa,Afrique du Sud,ZA,ZAF,27
2017-04-29,4,2017,Unprovoked,United States of America,surf,F,33.0,injury,N,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2017-04-27,4,2017,Unprovoked,New Zealand,surf,F,20.0,injury,N,,Nueva Zelanda,New Zealand,Nouvelle-Zélande,NZ,NZL,64
2017-04-20,4,2017,Invalid,United States of America,swimming,M,,injury,,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2017-04-17,4,2017,Unprovoked,Australia,surf,F,17.0,fatal,Y,white,Australia,Australia,Australie,AU,AUS,61
2017-04-14,4,2017,Unprovoked,United States of America,surf,M,28.0,injury,N,tiger,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2017-04-13,4,2017,Unprovoked,United States of America,surf,M,17.0,injury,N,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2017-04-12,4,2017,Unprovoked,United States of America,surf,F,,injury,N,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2017-04-12,4,2017,Invalid,South Africa,diving,M,68.0,fatal,,,Sudáfrica,South Africa,Afrique du Sud,ZA,ZAF,27
2017-04-11,4,2017,Unprovoked,United States of America,surf,F,35.0,injury,N,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2017-04-10,4,2017,Unprovoked,United States of America,boating,F,10.0,injury,N,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2017-04-10,4,2017,Unprovoked,United States of America,swimming,F,21.0,injury,N,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2017-04-06,4,2017,Unprovoked,United States of America,swimming,M,16.0,injury,N,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2017-04-05,4,2017,Unprovoked,United States of America,swimming,F,51.0,injury,N,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2017-04-02,4,2017,Unprovoked,United States of America,swimming,F,17.0,injury,N,bull,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2017-03-27,3,2017,Unprovoked,United States of America,surf,M,58.0,injury,N,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2017-03-19,3,2017,Unprovoked,Australia,surf,M,30.0,injury,N,,Australia,Australia,Australie,AU,AUS,61
2017-03-18,3,2017,Boating,United States of America,boating,M,,no injury,N,white,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2017-03-11,3,2017,Unprovoked,Philippines,fishing,M,25.0,injury,N,,Filipinas,Philippines,Philippines,PH,PHL,63
2017-02-25,2,2017,Unprovoked,Australia,diving,F,,injury,N,bull,Australia,Australia,Australie,AU,AUS,61
2017-02-24,2,2017,Unprovoked,Australia,surf,M,,no injury,N,,Australia,Australia,Australie,AU,AUS,61
2017-02-17,2,2017,Unprovoked,Australia,fishing,M,26.0,injury,N,,Australia,Australia,Australie,AU,AUS,61
2017-02-11,2,2017,Unprovoked,United States of America,swimming,M,22.0,injury,N,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2017-02-06,2,2017,Boating,South Africa,fishing,M,,no injury,N,tiger,Sudáfrica,South Africa,Afrique du Sud,ZA,ZAF,27
2017-02-01,2,2017,Unprovoked,Bahamas,diving,M,37.0,injury,N,caribbean reef,Bahamas,Bahamas,Bahamas,BS,BHS,1 242
2017-01-24,1,2017,Unprovoked,Brazil,swimming,M,21.0,injury,N,,Brasil,Brazil,Brésil,BR,BRA,55
2017-01-21,1,2017,Unprovoked,Australia,diving,M,55.0,injury,N,bull,Australia,Australia,Australie,AU,AUS,61
2017-01-13,1,2017,Unprovoked,Australia,swimming,M,57.0,injury,N,,Australia,Australia,Australie,AU,AUS,61
2017-01-09,1,2017,Unprovoked,Indonesia,surf,M,48.0,injury,N,bull,Indonesia,Indonesia,Indonésie,ID,IDN,62
2017-01-05,1,2017,Unprovoked,United States of America,walking,M,47.0,injury,N,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2017-01-03,1,2017,Invalid,Australia,walking,M,20.0,injury,,,Australia,Australia,Australie,AU,AUS,61
2016-12-27,12,2016,Unprovoked,United States of America,surf,M,16.0,injury,N,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2016-12-24,12,2016,Unprovoked,Australia,diving,F,,injury,N,,Australia,Australia,Australie,AU,AUS,61
2016-12-19,12,2016,Unprovoked,South Africa,surf,M,55.0,no injury,N,white,Sudáfrica,South Africa,Afrique du Sud,ZA,ZAF,27
2016-12-14,12,2016,Unprovoked,Australia,diving,M,61.0,injury,N,,Australia,Australia,Australie,AU,AUS,61
2016-12-11,12,2016,Unprovoked,French Polynesia,fishing,M,40.0,injury,N,,Polinesia Francesa,French Polynesia,Polynésie française,PF,PYF,689
2016-12-11,12,2016,Invalid,United States of America,surf,M,19.0,injury,,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2016-12-06,12,2016,Provoked,Australia,fishing,M,20.0,injury,N,wobbegong,Australia,Australia,Australie,AU,AUS,61
2016-12-01,12,2016,Unprovoked,Australia,surf,M,65.0,injury,N,white,Australia,Australia,Australie,AU,AUS,61
2016-11-28,11,2016,Provoked,Australia,fishing,M,73.0,injury,N,broadnose sevengill,Australia,Australia,Australie,AU,AUS,61
2016-11-14,11,2016,Unprovoked,United States of America,swimming,F,58.0,injury,N,tiger,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2016-10-30,10,2016,Unprovoked,United States of America,surf,M,41.0,injury,N,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2016-10-29,10,2016,Unprovoked,United States of America,surf,M,42.0,injury,N,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2016-10-24,10,2016,Unprovoked,Australia,surf,M,36.0,injury,N,,Australia,Australia,Australie,AU,AUS,61
2016-10-21,10,2016,Unprovoked,United States of America,surf,M,36.0,injury,N,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2016-10-15,10,2016,Unprovoked,Australia,surf,M,,injury,N,,Australia,Australia,Australie,AU,AUS,61
2016-10-14,10,2016,Unprovoked,United States of America,diving,F,66.0,injury,N,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2016-10-12,10,2016,Unprovoked,Australia,surf,M,25.0,injury,N,,Australia,Australia,Australie,AU,AUS,61
2016-10-10,10,2016,Unprovoked,United States of America,surf,M,29.0,injury,N,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2016-10-02,10,2016,Unprovoked,United States of America,surf,M,21.0,injury,N,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2016-10-01,10,2016,Unprovoked,United States of America,surf,M,32.0,injury,N,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2016-09-26,9,2016,Unprovoked,Australia,surf,M,17.0,injury,N,white,Australia,Australia,Australie,AU,AUS,61
2016-09-18,9,2016,Unprovoked,United States of America,surf,M,16.0,injury,N,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2016-09-18,9,2016,Unprovoked,United States of America,surf,M,36.0,injury,N,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2016-09-18,9,2016,Unprovoked,United States of America,surf,M,43.0,injury,N,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2016-09-17,9,2016,Unprovoked,United States of America,surf,M,43.0,no injury,N,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2016-09-17,9,2016,Unprovoked,Australia,surf,M,,injury,N,,Australia,Australia,Australie,AU,AUS,61
2016-09-16,9,2016,Unprovoked,Australia,surf,M,,no injury,N,,Australia,Australia,Australie,AU,AUS,61
2016-09-11,9,2016,Unprovoked,United States of America,walking,M,60.0,injury,N,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2016-09-07,9,2016,Unprovoked,United States of America,swimming,F,51.0,injury,N,tiger,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2016-09-06,9,2016,Unprovoked,New Caledonia,surf,M,50.0,fatal,Y,,Nueva Caledonia,New Caledonia,Nouvelle-Calédonie,NC,NCL,687
2016-09-05,9,2016,Unprovoked,United States of America,surf,F,12.0,injury,N,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2016-09-05,9,2016,Unprovoked,Australia,surf,M,,injury,N,,Australia,Australia,Australie,AU,AUS,61
2016-09-04,9,2016,Unprovoked,United States of America,surf,M,9.0,injury,N,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2016-09-01,9,2016,Unprovoked,United States of America,fishing,M,22.0,injury,N,white,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2016-08-29,8,2016,Unprovoked,United States of America,surf,M,25.0,injury,N,bull,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2016-08-29,8,2016,Unprovoked,United States of America,surf,M,37.0,injury,N,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2016-08-25,8,2016,Unprovoked,United States of America,walking,M,49.0,injury,N,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2016-08-07,8,2016,Unprovoked,Bahamas,diving,M,15.0,injury,N,,Bahamas,Bahamas,Bahamas,BS,BHS,1 242
2016-08-06,8,2016,Unprovoked,United States of America,boating,M,21.0,injury,N,tiger,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2016-08-04,8,2016,Unprovoked,United States of America,surf,M,22.0,injury,N,blacktip,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2016-07-29,7,2016,Unprovoked,Spain,swimming,M,40.0,injury,N,blue,España,Spain,Espagne,ES,ESP,34
2016-07-28,7,2016,Unprovoked,China,swimming,M,72.0,injury,N,,China,China,Chine,CN,CHN,86
2016-07-28,7,2016,Boating,Australia,boating,M,,no injury,N,white,Australia,Australia,Australie,AU,AUS,61
2016-07-26,7,2016,Unprovoked,Australia,surf,M,18.0,no injury,N,,Australia,Australia,Australie,AU,AUS,61
2016-07-24,7,2016,Unprovoked,Japan,surf,M,29.0,injury,N,,Japón,Japan,Japon,JP,JPN,81
2016-07-23,7,2016,Unprovoked,Australia,surf,M,36.0,no injury,N,,Australia,Australia,Australie,AU,AUS,61
2016-07-23,7,2016,Unprovoked,Bahamas,fishing,M,,injury,N,bull,Bahamas,Bahamas,Bahamas,BS,BHS,1 242
2016-07-20,7,2016,Provoked,Australia,fishing,M,31.0,injury,N,,Australia,Australia,Australie,AU,AUS,61
2016-07-17,7,2016,Boating,United States of America,fishing,,,no injury,N,tiger,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2016-07-16,7,2016,Unprovoked,United States of America,surf,F,9.0,injury,N,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2016-07-15,7,2016,Unprovoked,United States of America,surf,M,61.0,no injury,N,white,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2016-07-15,7,2016,Unprovoked,United States of America,swimming,M,,injury,N,,Estados Unidos de América,United States of America,États-Unis d'Amérique,US,USA,1
2016-07-14,7,2016,Unprovoked,Bahamas,diving,M,,injury,N,lemon,Bahamas,Bahamas,Bahamas,BS,BHS,1 242
